Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,IT,MX,ID,46,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,JP,CO,VN,1,2,leather products (small),,T,C
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,KW,CO,VN,,20,leather products (small),,T,C
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,LB,CO,VN,,5,leather products (small),,T,C
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,NL,MX,ID,61,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,PT,BR,ID,17,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,QA,CO,VN,,15,leather products (small),,T,C
2019,II,Pteroglossus aracari,Aves,Piciformes,Ramphastidae,Pteroglossus,PH,GY,,6,,live,,B,W
2019,II,Pteroglossus aracari,Aves,Piciformes,Ramphastidae,Pteroglossus,PT,BR,,2,,live,,P,C
2019,II,Pteroglossus aracari,Aves,Piciformes,Ramphastidae,Pteroglossus,UA,GY,,,14,live,,T,W
2019,II,Pteroglossus viridis,Aves,Piciformes,Ramphastidae,Pteroglossus,PH,GY,,6,,live,,B,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,BD,GY,,,9,live,,T,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,,84,live,,T,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,82,,specimens,,T,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,20,,specimens,,Z,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,JP,GY,,8,8,live,,T,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,PH,GY,,2,,live,,B,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,PT,BR,,3,,live,,P,C
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,RU,GY,,,4,live,,T,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,SG,GY,,26,6,live,,T,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,TH,GY,,,200,feathers,,T,W
2019,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,TH,GY,,43,28,live,,T,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,BD,GY,,,7,live,,T,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,,60,live,,T,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,50,,specimens,,T,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,20,,specimens,,Z,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,JP,GY,,7,7,live,,T,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,LK,GY,,1,,live,,B,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,PH,GY,,2,,live,,B,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,TH,GY,,11,13,live,,T,W
2019,II,Ramphastos tucanus,Aves,Piciformes,Ramphastidae,Ramphastos,UA,GY,,,7,live,,T,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,BD,GY,,,3,live,,T,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,,44,live,,T,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,39,,specimens,,T,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,CN,GY,,16,,specimens,,Z,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,JP,GY,,3,3,live,,T,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,PH,BR,,1,,live,,B,C
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,PH,GY,,2,,live,,B,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,PT,BR,,6,,live,,P,C
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,TH,GY,,6,6,live,,T,W
2019,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,UA,GY,,,4,live,,T,W
2019,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,DK,MX,,2,,specimens,,S,W
2019,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,GB,EC,,,14,specimens,,S,W
2019,II,Siderastrea siderea,Anthozoa,Scleractinia,Siderastreidae,Siderastrea,KN,JM,,,7,raw corals,,S,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,MX,,3430.6,,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,NI,,916.71,,fins,kg,T,W
2019,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,MX,NI,,,52,fins,kg,T,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,MX,,1354.1,,fins,kg,T,W
2019,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,NI,,679.4814,,fins,kg,T,W
2019,II,Sphyrna zygaena,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,MX,,3911.77,,fins,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,AE,BS,,,790.45,derivatives,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,AE,BS,,2483,,shells,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,AE,HN,,,200,derivatives,kg,,
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,AE,HN,,1000,,shells,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,AE,NI,,,1300,derivatives,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CA,BS,,,4.5,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CA,BZ,,,49.95,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CA,BZ,,,20,shells,,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CA,BZ,,,50,specimens,,S,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CA,CU,,,9000,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CA,NI,,,11339.92,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CH,BS,,,144,pearl,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CN,BS,,,0.5,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CN,BS,,124533,263116.98,shells,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CN,BZ,,19379,,carvings,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CN,BZ,,,44.038,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CN,BZ,,,19379,shells,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,CW,NI,,,31751.8,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,DE,AG,,,6,shells,,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,DE,DO,,2.4,,pearl,g,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,DE,DO,,0.276,,pearl,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,DE,MX,,1,,shells,,E,O
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,DM,AG,,,40.8233,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,FR,BS,,,18.14,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,FR,BS,,,45.37,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,FR,JM,,75965.55,6961.5,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,BZ,,,17.262,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,BZ,,72,,specimens,g,S,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,BZ,,,150,specimens,,S,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GP,JM,,,12308.8,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,BS,,63,,jewellery,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,BS,,,128,pearl,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,BZ,,162,,jewellery,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,BZ,,,68.998,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,BZ,,,10454.54,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,BZ,,,162,pearl,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,BZ,,,2,shells,,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,HN,,,5734.49,meat,kg,,
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,NI,,,272.8,derivatives,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HK,NI,,,10886.33,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,HN,BZ,,,2.27,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,IT,BZ,,,4.54,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,JP,BS,,,30,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,JP,BS,,785,911,pearl,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,JP,BZ,,1633,1633,pearl,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,JP,BZ,,150,150,shells,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,KY,BS,,,9,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,KY,BZ,,,2.27,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,KY,HN,,18569.42,,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,KY,HN,,,16712.31,meat,kg,,
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,MO,BZ,,,13.62,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,MQ,JM,,,58314.53,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,MX,BZ,,,4.994,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,PA,BZ,,,4.54,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,PE,BZ,,,4.54,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,PR,NI,,,102239.84,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,RU,BS,,,0.9,meat,kg,P,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,SA,NI,,,1260,derivatives,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,SG,BS,,47,47,pearl,,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,XX,BZ,,,3863.64,meat,kg,T,W
2019,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,XX,DO,GP,,5,jewellery,,Q,W
2019,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,ES,MX,PY,1000,,skins,,T,W
2019,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,JP,MX,AR,12,,leather products (small),,T,W
2019,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,DE,GY,,120,120,live,,T,W
2019,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,GY,,100,50,live,,T,W
2019,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,JP,GY,,120,120,live,,T,W
2019,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,NL,GY,,135,135,live,,T,W
2019,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,RU,GY,,,20,live,,T,W
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,CL,CO,,,100,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,HK,BR,,5800,,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,HK,CO,,2020,2020,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,HK,VE,,2198,,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,ID,GY,,500,,live,,T,W
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,IT,CO,,200,200,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,IT,VE,,250,,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,JP,BR,,120,,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,JP,CO,,80,80,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,KR,CO,,,470,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,MY,CO,,,240,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,TH,CO,,200,,live,,T,C
2019,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,TW,CO,,,150,live,,T,C
2019,II,Chelonoidis chilensis,Reptilia,Testudines,Testudinidae,Chelonoidis,CN,UY,,,36,live,,T,C
2019,II,Chelonoidis chilensis,Reptilia,Testudines,Testudinidae,Chelonoidis,HK,UY,,36,,live,,T,C
2019,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,NI,,,290,live,,T,C
2019,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,ES,NI,,1300,1300,live,,T,C
2019,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,NI,,225,225,live,,T,C
2019,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,NI,,100,60,live,,T,C
2019,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,400,,live,,T,C
2019,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,150,,live,,T,C
2019,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,400,,live,,T,C
2019,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,200,,live,,T,C
2019,II,Brachypelma epicureanum,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,50,,live,,T,C
2019,II,Brachypelma klaasi,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,200,,live,,T,C
2019,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,400,,live,,T,C
2019,II,Brachypelma vagans,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,250,,live,,T,C
2019,II,Brachypelma verdezi,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,200,,live,,T,C
2019,II,Colibri coruscans,Aves,Apodiformes,Trochilidae,Colibri,DE,CL,,1,,specimens,,S,W
2019,II,Oreotrochilus estella,Aves,Apodiformes,Trochilidae,Oreotrochilus,DE,CL,,5,,specimens,,S,W
2019,II,Patagona gigas,Aves,Apodiformes,Trochilidae,Patagona,DE,CL,,23,,specimens,,S,W
2019,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,AE,CO,ML,2,,leather products (small),,T,C
2019,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,AE,CO,ML,,13,leather products (small),,T,W
2019,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,CA,CO,ML,,1,leather products (small),,T,W
2019,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,GB,CO,ML,,20,leather products (small),,T,W
2019,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,KW,CO,ML,,9,leather products (small),,T,W
2019,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,QA,CO,ML,,9,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CA,CO,ID,,12,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CN,CO,ID,38,56,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,DE,CO,ID,14,14,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,FR,CO,ID,46,33,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,FR,MX,MY,24,,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,GB,CO,ID,573,648,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,HK,CO,ID,71,130,leather products (small),,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,HK,CO,ID,14,,skins,,T,W
2019,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,SG,CO,ID,,2,leather products (small),,T,W
2019,II,Mesoplodon hectori,Mammalia,Cetacea,Ziphiidae,Mesoplodon,ES,CL,,8,,specimens,,S,W
2019,II,Mesoplodon layardii,Mammalia,Cetacea,Ziphiidae,Mesoplodon,ES,CL,,10,,specimens,,S,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,AR,PY,,325,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CN,BO,,243.456,,sawn wood,m3,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CN,PY,,1200,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CN,PY,,18.69,,logs,m3,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CN,PY,,122535,,logs,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CN,PY,,190,,oil,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CN,PY,,64.7,,sawn wood,m3,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,DE,PY,,11020.8,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,ES,PY,,9350.12,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,FR,PY,,12440,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,GB,PY,,570,,oil,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,JP,BO,,18.203,,sawn wood,m3,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,JP,PY,,125,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,NL,PY,,2300,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,NL,PY,,33520,,oil,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,SG,PY,,760,,extract,kg,T,W
2019,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,SG,PY,,4365.03,,oil,kg,T,W
2019,II,Guaiacum officinale,,Sapindales,Zygophyllaceae,Guaiacum,XX,DO,GP,,3,wood product,,Q,W
2019,II,Guaiacum sanctum,,Sapindales,Zygophyllaceae,Guaiacum,DE,MX,,21.317,,sawn wood,m3,T,W
2019,II,Guaiacum sanctum,,Sapindales,Zygophyllaceae,Guaiacum,DE,MX,,21.409,,timber,m3,T,W
2019,II,Guaiacum sanctum,,Sapindales,Zygophyllaceae,Guaiacum,JP,MX,,4.323,,sawn wood,m3,T,W
2019,II,Guaiacum sanctum,,Sapindales,Zygophyllaceae,Guaiacum,KR,NI,,,1.951,sawn wood,m3,T,W
2019,II,Actinopteri,Actinopteri,,,,HN,CO,,20,,live,,,
2019,II,Scleractinia spp.,Anthozoa,Scleractinia,,,NL,CU,,17814,18000,raw corals,kg,T,W
2019,III,Odocoileus virginianus,Mammalia,Artiodactyla,Cervidae,Odocoileus,PA,CR,PA,1,,leather products (small),,P,W
2019,III,Crax rubra,Aves,Galliformes,Cracidae,Crax,PL,MX,,2,,trophies,,H,W
2019,III,Cuniculus paca,Mammalia,Rodentia,Cuniculidae,Cuniculus,JP,GY,,,15,live,,T,W
2019,III,Cuniculus paca,Mammalia,Rodentia,Cuniculidae,Cuniculus,RU,GY,,,4,live,,T,W
2019,III,Hyaena hyaena,Mammalia,Carnivora,Hyaenidae,Hyaena,MX,CU,,,1,live,,T,F
2019,III,Dipteryx panamensis,,Fabales,Leguminosae,Dipteryx,CR,NI,,,123.6164,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,AR,BO,,33.627,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,AR,BR,,68.49,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CN,BO,,73.566,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,CN,BR,,158.168,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,DE,BO,,4.83,,veneer,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,DO,BR,,309.844,,timber,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,DO,GT,,8.35,,timber,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,DO,MX,,6827,,veneer,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,ES,BR,,184.51,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,ES,CO,,90,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,ES,GT,,11.96,,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,GT,BZ,,,116.25,sawn wood,m3,T,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,HN,BZ,,,0.03,sawn wood,m3,S,W
2019,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,PT,BR,,260.192,,sawn wood,m3,T,W
2019,III,Eira barbara,Mammalia,Carnivora,Mustelidae,Eira,JP,GY,,4,6,live,,T,W
2019,III,Galictis vittata,Mammalia,Carnivora,Mustelidae,Galictis,JP,GY,,,4,live,,T,W
2019,III,Meleagris ocellata,Aves,Galliformes,Phasianidae,Meleagris,PL,MX,,3,,trophies,,H,W
2019,III,Potamotrygon spp.,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,JP,CO,,40,,live,,T,W
2019,III,Potamotrygon magdalenae,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,,10,live,,T,W
2019,III,Potamotrygon magdalenae,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CY,CO,,,10,live,,T,W
2019,III,Potamotrygon magdalenae,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,NO,CO,,10,,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CA,CO,,,25,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,,12,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CR,CO,,,7,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,ES,CO,,8,,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,HN,CO,,,3,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,PT,CO,,6,6,live,,T,W
2019,III,Potamotrygon motoro,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,SV,CO,,,3,live,,T,W
2019,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CL,CO,,,9,live,,T,W
2019,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CR,CO,,,9,live,,T,W
2019,III,Potamotrygon orbignyi,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Potamotrygon,CY,CO,,,6,live,,T,W
