Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2019,II,Montastrea faveolata,Anthozoa,Scleractinia,Faviidae,Montastrea,KN,JM,,,10,raw corals,,S,W
2019,II,Lynx rufus,Mammalia,Carnivora,Felidae,Lynx,ES,MX,,1,,trophies,,H,W
2019,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,ZA,GT,,5,,live,,Z,C
2019,II,Heloderma horridum,Reptilia,Sauria,Helodermatidae,Heloderma,FR,MX,,6,,live,,T,C
2019,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,CA,NI,,,1015,live,,T,C
2019,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,CZ,NI,,,120,live,,T,C
2019,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,ES,NI,,3033,3466,live,,T,C
2019,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,GB,NI,,68,268,live,,T,C
2019,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,HK,NI,,1100,1200,live,,T,C
2019,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,JP,NI,,1355,1305,live,,T,C
2019,II,Agalychnis callidryas,Amphibia,Anura,Hylidae,Agalychnis,TW,NI,,,60,live,,T,C
2019,II,Agalychnis spurrelli,Amphibia,Anura,Hylidae,Agalychnis,JP,EC,,2,2,live,,T,R
2019,II,Ctenosaura quinquecarinata,Reptilia,Sauria,Iguanidae,Ctenosaura,ES,NI,,300,,live,,T,C
2019,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,HK,NI,,,100,live,,T,C
2019,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,JP,GY,,50,50,live,,T,W
2019,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,JP,NI,,330,330,live,,T,C
2019,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,NL,GY,,17,17,live,,T,W
2019,II,Isurus oxyrinchus,Elasmobranchii,Lamniformes,Lamnidae,Isurus,ES,EC,,,132,bodies,,T,W
2019,II,Dalbergia spp.,,Fabales,Leguminosae,Dalbergia,JP,HN,,2.35,,sawn wood,m3,T,W
2019,II,Dalbergia spp.,,Fabales,Leguminosae,Dalbergia,JP,MX,,1,,wood product,,T,O
2019,II,Dalbergia cearensis,,Fabales,Leguminosae,Dalbergia,ES,BR,,0.95,,sawn wood,m3,T,O
2019,II,Dalbergia cearensis,,Fabales,Leguminosae,Dalbergia,ES,BR,,0.066,,veneer,m3,T,O
2019,II,Dalbergia cochinchinensis,,Fabales,Leguminosae,Dalbergia,CN,VE,LA,1,,wood product,,T,O
2019,II,Dalbergia decipularis,,Fabales,Leguminosae,Dalbergia,GB,PY,XX,1,,wood product,,T,O
2019,II,Dalbergia frutescens,,Fabales,Leguminosae,Dalbergia,ES,BR,,0.12,,sawn wood,m3,T,O
2019,II,Dalbergia melanoxylon,,Fabales,Leguminosae,Dalbergia,DE,MX,XX,2,,wood product,g,T,O
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CA,NI,,,0.369,wood product,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,CR,NI,827.3,,logs,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,CR,NI,23,,wood product,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,NI,,1767.133,,logs,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CN,NI,,155.155,1980.159,sawn wood,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,CR,NI,,,21.473,sawn wood,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,ES,NI,,20.103,,sawn wood,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,KR,NI,,,14.661,sawn wood,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,PA,NI,,,2.303,sawn wood,m3,T,W
2019,II,Dalbergia retusa,,Fabales,Leguminosae,Dalbergia,TW,NI,,,14.66,sawn wood,m3,T,W
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,CN,BZ,,18.88,19.42,logs,m3,T,W
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,CN,GT,,44.15,,logs,m3,T,W
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,DE,GT,,67.07,,sawn wood,m3,T,W
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,FR,BZ,,,0.01,sawn wood,m3,T,W
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,FR,GT,,26.03,,sawn wood,m3,T,W
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,HN,BZ,,,0.05,sawn wood,m3,S,W
2019,II,Dalbergia stevensonii,,Fabales,Leguminosae,Dalbergia,NL,BZ,,,7,sawn wood,m3,T,W
2019,II,Dalbergia tucurensis,,Fabales,Leguminosae,Dalbergia,CN,NI,,294.4,,logs,m3,T,W
2019,II,Dalbergia tucurensis,,Fabales,Leguminosae,Dalbergia,CN,NI,,23.98,24060.73,sawn wood,m3,T,W
2019,II,Dalbergia tucurensis,,Fabales,Leguminosae,Dalbergia,PA,NI,,,95.601,sawn wood,m3,T,W
2019,II,Paubrasilia echinata,,Fabales,Leguminosae,Paubrasilia,DE,BR,,0.036,,sawn wood,m3,T,O
2019,II,Platymiscium parviflorum,,Fabales,Leguminosae,Platymiscium,CN,NI,,24.115,,logs,m3,T,W
2019,II,Platymiscium parviflorum,,Fabales,Leguminosae,Platymiscium,CN,NI,,,24.115,sawn wood,m3,T,W
2019,II,Aloe hybrid,,Liliales,Liliaceae,Aloe,NL,DO,,,37200,live,,T,
2019,II,Chalcopsitta duivenbodei,Aves,Psittaciformes,Loriidae,Chalcopsitta,PT,BR,,6,,live,,T,C
2019,II,Trichoglossus haematodus,Aves,Psittaciformes,Loriidae,Trichoglossus,PT,BR,,5,,live,,T,C
2019,II,Loxocemus bicolor,Reptilia,Serpentes,Loxocemidae,Loxocemus,CZ,NI,,,3,live,,T,C
2019,II,Loxocemus bicolor,Reptilia,Serpentes,Loxocemidae,Loxocemus,ES,NI,,2,,live,,T,C
2019,II,Loxocemus bicolor,Reptilia,Serpentes,Loxocemidae,Loxocemus,JP,NI,,15,12,live,,T,C
2019,II,Dendrogyra cylindrus,Anthozoa,Scleractinia,Meandriniidae,Dendrogyra,KN,JM,,,8,raw corals,,S,W
2019,II,Cedrela nebulosa,,Sapindales,Meliaceae,Cedrela,HU,EC,,,51,specimens,,S,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,CA,BZ,,,0.01,sawn wood,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,DO,BR,,1054.776,,timber,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,DO,BZ,,,194.79,sawn wood,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,DO,BZ,,166.509,,timber,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,DO,GT,,950.19,,timber,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,DO,JM,BR,,38689,sawn wood,,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,DO,JM,BR,38.689,,timber,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,HN,BZ,,,0.12,sawn wood,m3,S,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,JM,BZ,,,55.56,sawn wood,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,JP,HN,,4.71,,sawn wood,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,MX,BZ,,,57.26,sawn wood,m3,T,W
2019,II,Swietenia macrophylla,,Sapindales,Meliaceae,Swietenia,PA,HN,,8,,seeds,kg,T,W
2019,II,Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,DE,BR,,1,,live,,Z,F
2019,II,Myrmecophaga tridactyla,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,DE,BR,,200,,specimens,,S,W
2019,II,Dendrobium spp.,,Orchidales,Orchidaceae,Dendrobium,MV,CO,,10,,live,kg,,
2019,II,Myrosmodes spp.,,Orchidales,Orchidaceae,Myrosmodes,CZ,EC,,,1,specimens,,S,W
2019,II,Orchidaceae hybrid,,Orchidales,Orchidaceae,,HN,CR,,440,,live,,,
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,BH,UY,,,2,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,UY,,,54,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,UY,,52,,specimens,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,CN,UY,,34,,specimens,,Z,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,JP,UY,,5,5,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,RU,UY,,,2,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,SA,UY,,,5,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,TH,UY,,8,9,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,TR,UY,,6,,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,UA,UY,,,2,live,,T,W
2019,II,Arctocephalus australis,Mammalia,Carnivora,Otariidae,Arctocephalus,VN,UY,,,10,live,,T,W
2019,II,Phoenicopterus chilensis,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus,JP,BR,,50,,live,,Z,C
2019,II,Phoenicopterus ruber,Aves,Ciconiiformes,Phoenicopteridae,Phoenicopterus,MX,CU,,,400,live,,T,W
2019,II,Chiropotes chiropotes,Mammalia,Primates,Pitheciidae,Chiropotes,CN,GY,,,26,live,,T,W
2019,II,Chiropotes chiropotes,Mammalia,Primates,Pitheciidae,Chiropotes,CN,GY,,76,,specimens,,Z,W
2019,II,Chiropotes chiropotes,Mammalia,Primates,Pitheciidae,Chiropotes,GB,GY,,4,,live,,B,W
2019,II,Chiropotes chiropotes,Mammalia,Primates,Pitheciidae,Chiropotes,GB,GY,,,2,live,,T,W
2019,II,Pithecia pithecia,Mammalia,Primates,Pitheciidae,Pithecia,CN,GY,,,21,live,,T,W
2019,II,Pithecia pithecia,Mammalia,Primates,Pitheciidae,Pithecia,CN,GY,,32,,specimens,,T,W
2019,II,Pithecia pithecia,Mammalia,Primates,Pitheciidae,Pithecia,CN,GY,,14,,specimens,,Z,W
2019,II,Madracis auretenra,Anthozoa,Scleractinia,Pocilloporidae,Madracis,GB,CO,,,0.082,specimens,ml,S,W
2019,II,Madracis myriaster,Anthozoa,Scleractinia,Pocilloporidae,Madracis,GB,CO,,,0.002,specimens,ml,S,W
2019,II,Peltocephalus dumerilianus,Reptilia,Testudines,Podocnemididae,Peltocephalus,DE,BR,,58,,specimens,,S,W
2019,II,Porites astreoides,Anthozoa,Scleractinia,Poritidae,Porites,KN,JM,,,5,raw corals,,S,W
2019,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,CW,CU,,,1500,live,,T,C
2019,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,ES,VE,,1,,live,,P,C
2019,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,GT,CU,,,7400,live,,T,C
2019,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,MX,CU,,,8400,live,,T,C
2019,II,Agapornis fischeri,Aves,Psittaciformes,Psittacidae,Agapornis,PA,CU,,120,3400,live,,T,C
2019,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,CW,CU,,,1500,live,,T,C
2019,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,ES,VE,,1,,live,,P,C
2019,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,GT,CU,,,6900,live,,T,C
2019,II,Agapornis personatus,Aves,Psittaciformes,Psittacidae,Agapornis,MX,CU,,,4200,live,,T,C
2019,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,IT,BR,,2,,live,,P,C
2019,II,Amazona aestiva,Aves,Psittaciformes,Psittacidae,Amazona,PT,BR,,3,,live,,P,C
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,BD,GY,,,100,live,,T,W
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,,280,live,,T,W
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,420,,specimens,,T,W
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,ES,VE,,2,,live,,P,C
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,ID,GY,,,30,live,,T,W
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,JO,GY,,,150,live,,T,W
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,PK,GY,,,350,live,,T,W
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,TH,GY,,120,320,live,,T,W
2019,II,Amazona amazonica,Aves,Psittaciformes,Psittacidae,Amazona,UA,GY,,,37,live,,T,W
2019,II,Amazona dufresniana,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,,21,live,,T,W
2019,II,Amazona dufresniana,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,21,,specimens,,Z,W
2019,II,Amazona dufresniana,Aves,Psittaciformes,Psittacidae,Amazona,PH,GY,,10,,live,,B,W
2019,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,BB,GY,,27,17,live,,T,W
2019,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,BD,GY,,,34,live,,T,W
2019,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,,57,live,,T,W
2019,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,59,,specimens,,Z,W
2019,II,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,UA,GY,,,10,live,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,BB,GY,,30,30,live,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,,137,live,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,CN,GY,,137,,specimens,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,JO,GY,,,20,live,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,PK,GY,,,66,live,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,SG,GY,,390,,live,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,TH,GY,,,2500,feathers,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,TH,GY,,232,171,live,,T,W
2019,II,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,UA,GY,,,10,live,,T,W
2019,II,Ara spp.,Aves,Psittaciformes,Psittacidae,Ara,PA,CR,PA,125,,feathers,,P,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,AG,GY,,,5,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,BD,GY,,,30,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,CN,GY,,,230,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,CN,GY,,227,,specimens,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,CN,GY,,27,,specimens,,Z,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,ID,GY,,,16,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,JO,GY,,,6,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,JP,GY,,11,11,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,PK,GY,,,37,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,SG,GY,,35,6,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,TH,GY,,,2000,feathers,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,TH,GY,,148,101,live,,T,W
2019,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,UA,GY,,,10,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,AG,GY,,,4,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,BD,GY,,,51,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,CN,GY,,,236,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,CN,GY,,298,,specimens,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,CN,GY,,34,,specimens,,Z,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,ID,GY,,,21,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,JO,GY,,,6,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,JP,GY,,5,5,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,LU,DO,,1,,live,,P,C
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,PH,GY,,20,,live,,B,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,PK,GY,,,48,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,SG,GY,,36,11,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,TH,GY,,,1000,feathers,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,TH,GY,,180,213,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,TH,GY,,133,,live,,Z,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,UA,GY,,,30,live,,T,W
2019,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,XX,DO,LU,,1,live,,P,C
2019,II,Aratinga pertinax,Aves,Psittaciformes,Psittacidae,Aratinga,ES,VE,,1,,live,,P,C
2019,II,Aratinga solstitialis,Aves,Psittaciformes,Psittacidae,Aratinga,GT,CU,,,5,live,,T,C
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,BB,GY,,20,9,live,,T,W
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,CN,GY,,,32,live,,T,W
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,CN,GY,,32,,specimens,,Z,W
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,ID,GY,,,25,live,,T,W
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,PK,GY,,,22,live,,T,W
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,SG,GY,,20,,live,,T,W
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,TH,GY,,20,20,live,,T,W
2019,II,Deroptyus accipitrinus,Aves,Psittaciformes,Psittacidae,Deroptyus,UA,GY,,,10,live,,T,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,BD,GY,,,50,live,,T,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,CN,GY,,,33,live,,T,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,CN,GY,,33,,specimens,,Z,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,ID,GY,,,30,live,,T,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,PH,BR,,6,,live,,B,C
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,PH,GY,,20,,live,,B,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,PK,GY,,,19,live,,T,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,SG,GY,,70,,live,,T,W
2019,II,Diopsittaca nobilis,Aves,Psittaciformes,Psittacidae,Diopsittaca,TH,GY,,216,238,live,,T,W
2019,II,Forpus coelestis,Aves,Psittaciformes,Psittacidae,Forpus,GT,CU,,,100,live,,T,C
2019,II,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,ES,CL,,1,,live,,P,U
2019,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,GT,CU,,,550,live,,T,C
2019,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,MX,CU,,,500,live,,T,C
2019,II,Neopsephotus bourkii,Aves,Psittaciformes,Psittacidae,Neopsephotus,PA,CU,,150,300,live,,T,C
2019,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,BD,GY,,,25,live,,T,W
2019,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,CN,GY,,,38,live,,T,W
2019,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,CN,GY,,37,,specimens,,Z,W
2019,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,PH,GY,,10,,live,,B,W
2019,II,Orthopsittaca manilata,Aves,Psittaciformes,Psittacidae,Orthopsittaca,UA,GY,,,20,live,,T,W
2019,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,BD,GY,,,50,live,,T,W
2019,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,CN,GY,,,25,live,,T,W
2019,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,CN,GY,,18,,specimens,,T,W
2019,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,CN,GY,,7,,specimens,,Z,W
2019,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,ID,GY,,,33,live,,T,W
2019,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,SG,GY,,232,,live,,T,W
2019,II,Pionites melanocephalus,Aves,Psittaciformes,Psittacidae,Pionites,TH,GY,,41,42,live,,T,W
2019,II,Pionus fuscus,Aves,Psittaciformes,Psittacidae,Pionus,PH,GY,,10,,live,,B,W
2019,II,Pionus fuscus,Aves,Psittaciformes,Psittacidae,Pionus,SG,GY,,20,,live,,T,W
2019,II,Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,ID,GY,,,30,live,,T,W
2019,II,Pionus menstruus,Aves,Psittaciformes,Psittacidae,Pionus,PK,GY,,,30,live,,T,W
2019,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,GT,CU,,,100,live,,T,C
2019,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,MX,CU,,,800,live,,T,C
2019,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,PA,CU,,100,300,live,,T,C
2019,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,CW,CU,,,500,live,,T,C
2019,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,GT,CU,,,350,live,,T,C
2019,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,MX,CU,,,2650,live,,T,C
2019,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,PA,CU,,100,800,live,,T,C
2019,II,Psittacula alexandri,Aves,Psittaciformes,Psittacidae,Psittacula,ZA,BR,,8,,live,,T,C
2019,II,Pyrrhura hoematotis,Aves,Psittaciformes,Psittacidae,Pyrrhura,ES,VE,,6,,live,,T,C
2019,II,Pyrrhura pfrimeri,Aves,Psittaciformes,Psittacidae,Pyrrhura,PH,BR,,12,,live,,B,C
2019,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,DE,MX,VN,1,,leather products (small),,T,C
2019,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,ES,BR,VN,842,,leather products (small),,T,C
2019,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,BR,VN,216,,leather products (small),,T,C
2019,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,CO,VN,7,7,leather products (small),,T,C
2019,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,PT,BR,VN,300,,leather products (small),,T,W
2019,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,QA,CO,VN,,2,leather products (small),,T,C
2019,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,ES,BR,ID,142,,leather products (small),,T,W
2019,II,Python molurus,Reptilia,Serpentes,Pythonidae,Python,GB,BR,VN,104,,leather products (small),,T,W
2019,II,Python molurus,Reptilia,Serpentes,Pythonidae,Python,HK,BR,VN,114,,leather products (small),,T,W
2019,II,Python molurus,Reptilia,Serpentes,Pythonidae,Python,JP,BR,VN,6,,skins,,T,W
2019,II,Python molurus,Reptilia,Serpentes,Pythonidae,Python,PT,BR,VN,258,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,AE,CO,VN,12,30,leather products (small),,T,C
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,CA,CO,ID,,5,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,CA,CO,VN,,2,leather products (small),,T,C
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,DE,MX,ID,2,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,ES,BR,ID,324,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,FR,CL,LA,1,,leather products (small),,T,C
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,FR,MX,ID,64,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,FR,MX,ID,34,,skins,,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,FR,MX,MY,1,,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CO,ID,6,16,leather products (small),,T,W
2019,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CO,VN,72,32,leather products (small),,T,C
